Titulo,Reclamação,Status,Data,Localidade
A Claro é muito enrolada," Tenho direito a por dependentes no atual plano que tenho com a Claro, no momento, na verdade, tenho direito a por mais... ",Não respondida,11/11/2019, Brasília 
A Claro sequestrou meu número, Em 18 de setembro fiz portabilidade pra Claro. Protocolo 2019735473786. Enviaram meu chip pelos Correios. Não chegou a... ,Não respondida,11/11/2019, Brasília 
[Editado pelo Reclame Aqui]S. VAZAMENTO DE DE CPF E  DADOS PARA OUTRAS OPERADORAS," Esta operadora e repleta de [Editado pelo Reclame Aqui], DESONESTOS, [Editado pelo Reclame Aqui] E RUDES. Desde que co... ",Não respondida,11/11/2019, Niterói 
Retire meu nome do SPC SERASA," Fiz uma pesquisa em meu CPF e consta um débito indevido de R$ 71,51. E quero que retire imediatamente o meu CPF dos ór... ",Não respondida,11/11/2019, São Paulo 
Linha cortada por apenas 7 dias de atraso no pgto da fatura," Estou com a linha cortada por apenas 7 dias de atraso. Entrei em contato pelo chat do ""minhaclaro"" e fui ext... ",Não respondida,11/11/2019, Osório 
Cobrança de serviço cancelado, Pedi a Portabilidade de um número no dia 19/10/2019 para operadora Claro e no mesmo dia cancelei o serviço pois disser... ,Não respondida,11/11/2019, Guarulhos 
Vieram buscar equipamento e agora dizem que não buscaram, Fiz uma reclamação aqui que não conseguia cancelar internet e tv por assinatura com a Claro Net. No mesmo dia me ligar... ,Não respondida,11/11/2019, Porto Alegre 
POUCA VERGONHA," MINHA MAE ESTA INTERNADA, ESTOU COM A CABEÇA A MIL ACABEI FAZENDO UMA RECARGA AO INVÉS DE PAGAR A FATURA MENOS DE 9HRS... ",Não respondida,11/11/2019, Cabo Frio 
Conta não chega no endereço pelos Correios., A minha conta de telefone chegava pelos Correios. Agora eu tenho que ir na lanrrause retirar e pagar. A retirada.  Que... ,Não respondida,11/11/2019, Nova Iguaçu 
Aplicativos digitais indevidos na minha NET virtua, Entrei em contato na net para questionar sobre o um valor que não consta na fatura de serviço e para minha surpresa is... ,Não respondida,11/11/2019, São Caetano do Sul 
NÃO APLICAM O DESCONTO QUE PROMETEM," Quando decidi pelo plano de internet que instalaria em casa, a Claro me ofereceu um plano de 99,90 como o mais básico,... ",Não respondida,11/11/2019, São Paulo 
Mudança de titularidade," Liguei pra claro para fazer a mudança de titularidade de uma linha que está em meu nome, me informaram que só seria po... ",Não respondida,14/11/2019, Linhares 
Prezao, Fiz duas recargas semana  passada de 10 cada semana  passada meu prezao renovou e restou 10 essa semana ele não renovo... ,Não respondida,14/11/2019, Rio de Janeiro 
CLARO MUSIC FOI RETIRADO DO PLANO," Boa tarde, quando contratei meu plano de celular, a atendente disse que o aplicativo Claro Música estava incluso, grat... ",Não respondida,14/11/2019, Goiânia 
Cancelamento de linha feito em março mas as cobranças continuaram  até o mês 08," No dia 11/03/19 solicitei o cancelamento da linha fixa 1730452162, recebi o protocolo  n 020190238430031 como comprova... ",Não respondida,14/11/2019, São Paulo 
Informações falsas para alteração de plano e contrato," Boa noite,Através do protocolo 223193042780258 recebi uma oferta de atendente da claro para realizar a ade... ",Não respondida,14/11/2019, Jaboatão dos Guararapes 
Chip com problema, Adquirir o chip pré pago claro e com uma semana o mesmo apresentou problemas já fiz o teste em vários celulares e o ch... ,Não respondida,14/11/2019, Alexânia 
Cobrança indevida," Recebi a minha fatura por email como todo mês e me deparei com uma cobrança de visita técnica no valor de 90,00 ... Ao... ",Não respondida,14/11/2019, Guarulhos 
Falta de resposta," Boa  noite!!sempre faco um pacote na claro de internet de 7$reais,normalmente uso dois dias ,porem.recarreguei o celul... ",Não respondida,14/11/2019, Rio de Janeiro 
propaganda enganosa," Procurei os serviços da claro para pedir a portabilidade pois estava descontente com os serviço da operadora nextel, e... ",Não respondida,14/11/2019, São Paulo 
FATURA INDEVIDA E ATENDENTE MAL EDUCADA DESLIGA NA CARA," Portei para VIVO por estar insatisfeita com o atendimento da CLARO, hoje tenho mais que certeza que fiz o correto, ate... ",Não respondida,14/11/2019, São Paulo 
Descaso da empresa de transportes e falta de comunicação com a empresa onde foi realizada as compras, Fiz algumas comprad na kanui e as primeiras correu tudo bem chegaram com 8 dias em minha casa a partir dai começou os ... ,Não respondida,14/11/2019, Porto Seguro 
Mudança de plano sem autorização," Recebi a fatura com valor a mais, verificando com a operadora, segundo eles foi solicitado a mudança de para (para val... ",Não respondida,14/11/2019, Uberlândia 
Desconto automático de internet," Acabei de ser surpreendida com uma cobrança automático para 200MB por 1,99 que nem se quer solicitei! Isso é um absurd... ",Não respondida,14/11/2019, Recife 
Claro flex sem solução," Comprei o chip claro e fiz a portabilidade, estou tentando fazer o cadastro no claro flex mais de 24 horas, quando sol... ",Não respondida,14/11/2019, Rio Claro 
Ligações da Claro," Estou recebendo ligações da Claro à meses, procurando por um tal de Leandro. Mesmo falando insistentemente que nunca e... ",Não respondida,14/11/2019, Joinville 
Pacote de dados esgotado sem tê-lo usado," Meu namorado possui uma linha pré da Claro de 3 GB/mês, que está funcionando da seguinte maneira: ele manda SMS dizend... ",Não respondida,14/11/2019, Guarulhos 
"CLARO, PARE DE ENVIAR MENSAGENS DE PUSH E TRAVAR MEU CELULAR LIGADO!"," A CLARO deve contratar funcionários que resolvam problemas, seres pensantes, inteligentes, educados, racionais, com in... ",Não respondida,14/11/2019, Atibaia 
Meu contrato foi cancelado mesmo estando pago," Meu pagamento é débito em conta, teve um atraso mês passado, porém foi gerado uma segunda via de boleto q foi paga, há... ",Não respondida,14/11/2019, São Paulo 
Telemarketing, Pelo menos 3 vezes por dia alguém do Telemarketing da Claro TV ou Claro Telefone liga no meu celular para oferecer que... ,Não respondida,14/11/2019, São Paulo 
Cobrança abusiva," Boa noite, tinha um plano da claro, claro controle, por diversas vezes entrava em contato para reclamar da minha inter... ",Não respondida,14/11/2019, Porto Alegre 
Não caiu os meus créditos," Fiz duas recargas a no valor de 13,00 e outra no valor de 15,00 e não caiu no meu número e foi computada em minha fatu... ",Não respondida,14/11/2019, Viçosa 
Alteração de plano - cobrança indevida," No dia 16/09 efetuei alteração do meu plano pois, por uma dificuldade particular, não poderia mais pagar o valor que p... ",Não respondida,14/11/2019, São José dos Campos 
"Boa noite, tento por mais de um mes fazer uma simples instalação na minha residencia e a empresa se enrola toda, vendedores me ligando a todo instante e a instalação mesmo ...nada."," Boa noite, tento por mais de um mes fazer uma simples instalação na minha residencia e a empresa se enrola toda, vende... ",Não respondida,14/11/2019, São Gonçalo 
Não tem um numero para tratar de parcelamento de cobrança e não me retorno a ligação como deveriam.," Cancelei minha linha, e me cobraram um valor absurdo de cancelamento, até ai tudo bem...mas o problema é que ja estou ... ",Não respondida,14/11/2019, São Paulo 
" Claro  e  NET: Agende para um dos períodos matutino, Vespertino ou noturno e aguarde o técnico na porte - detalhe : porta aberta!", Lastimável a conduta profissional do técnico que a empresa NET / Claro enviou a minha residência em atendimento a um a... ,Não respondida,14/11/2019, Campo Grande 
Desconheço essa cobrança.," Entrei no Serasa pra negociar minhas dúvidas e me deparei com uma dívida que nem tenho como ter feito, pois nem tenho ... ",Não respondida,14/11/2019, Mangaratiba 
Ligações indevidas," Tenho recebido inúmeras ligações da empresa Claro Net, ligam o dia todo oferecendo promoções, porém não sou cliente e ... ",Não respondida,14/11/2019, Taubaté 
Serasa, Cancelei minha conta com a claro em agosto de 2017 e paguei todas as pendências. Agora estou com meu nome no serasa po... ,Não respondida,14/11/2019, Caruaru 
Cancelamento da Linha Indevida," Solicitei uma portabilidade da minha linha para a OI, porem devido a contra proposta da Claro, no qual resolvi aceitar... ",Não respondida,14/11/2019, São Paulo 
Impossível comprar internet adicional quando plano acaba," Tenho dois dependentes, e neste mes a internet acabou uma semana antes. Estou tentando COMPRAR internet adicional, mas... ",Não respondida,14/11/2019, Brasília 
Não realização de visita - falta - descumprimento, Entrei em contato dia 09.11.19 para reclamar de não funcionamento dos aparelhos bem como alteração. Agendado para dia ... ,Não respondida,14/11/2019, São Paulo 
LINHA SUSPENSA, Prezados Senhores Boa TardeMinha linha família (16) 9914623-49 e (16) 99234-2960 que utilizamos para realizar me... ,Não respondida,14/11/2019, Ribeirão Preto 
Mudança de Plano," Olá,Me chamo Odilon, estou tentando mudar o plano contratado da linha 27 30847008 e 2730433173 que esta no... ",Não respondida,14/11/2019, Curitiba 
Cobrança  que não é  para mim todos os dias, A claro liga para meu telefone fixo quase que diariamente com uma gravação pedindo para digitar 1 se conheço  a pessoa... ,Não respondida,14/11/2019, Ivoti 
Sem sinal de TV e internet há 15 dias," Estou tendo problemas com o sinal da Tv e da internet na minha residencia, já tem 15 dias. Recebi o técnico da NET/ CL... ",Não respondida,14/11/2019, São Paulo 
Cobranças indevidas, Pelo segundo mês consecutivo foi cobrado valores injustos na minha conta. Um absurdo o que a claro faz com seus client... ,Não respondida,14/11/2019, São Paulo 
"Quero cancelar meu plano e estão me cobrando multa 118,00"," Fiz o plano claro controle há um mês e pouco, descontado em débito automático pois de acordo com a promoção seria 25,9... ",Não respondida,14/11/2019, São Paulo 
CLARO - FUJAM DESSA OPERADORA !  NÃO INDIQUEM NEM PARA UM INIMIGO!," OPERADORA COM DESCASO, SACANA, MAU ATENDIMENTO.   LIGUEI NA CLARO, PROTOCOLO 2019906024491 - ATENDENTE KATELEN, QUE  P... ",Não respondida,14/11/2019, Pindamonhangaba 
Cancelamento indevido," Minha linha pré pago:16993408968 foi cancelada sem meu solicitar.Desejo que ativam novamente a linha, pois utili... ",Não respondida,14/11/2019, Pontal 
Fiz o plano claro controle e não consigo usufruir de tudo que promete, Me ligaram da claro me oferecendo claro controle e disseram que se eu aderisse teria várias opções a mais no meu celul... ,Não respondida,14/11/2019, São Paulo 
Ligações infinitas," Eu recebo, pelo menos, 15 ligações por dia em meu celular do setor de cobranças da Claro. E nunca me atrasei para paga... ",Não respondida,14/11/2019, Jundiaí 
Retiraram os aparelhos Net e seguem cobrando," Em setembro/19, cancelamos a Net/Claro por conta do péssimo atendimento da empresa e optamos por contratar o serviço d... ",Não respondida,14/11/2019, São Paulo 
Dados Transferidos, É a segunda solicitação de instalação de internet que faço na Claro via site da mesma e recebo uma ligação com todos m... ,Não respondida,14/11/2019, Belo Horizonte 
Atraso na entregue e falta de contato da empresa, Em 31/10 realizei o pedido de portabilidade do meu Oi para a Claro e em 05/11 recebi a notificação por e-mail que meu ... ,Não respondida,14/11/2019, Campinas 
Fiz duas recargas e nunca chegaram os créditos.," Fiz duas recargas com o cartão de crédito pelo aplicativo PIC PAY,foram confirmadas em minha fatura e nunca chegaram o... ",Não respondida,14/11/2019, Viçosa 
Dificultam o atendimento para que não consigamos cancelar, Estou desde manhã tentando contato para cancelar um pedido que sequer conclui ontem e já recebi vários e-mails que o p... ,Não respondida,14/11/2019, São Paulo 
Religação da minha linha, Boa tarde.Venho por essa solicitar a solução para um problema que já se arrasta por quase 1 mês.Recebi um ... ,Não respondida,14/11/2019, Guarulhos 
Ligacoes de Telemarketing," Estou sendo infernalmente importunada pelo Telemarketing da Rede. Ligam diariamente, várias vezes ao dia, cheguei a co... ",Não respondida,14/11/2019, São Paulo 
Cancelamento, Estou a 3 dias tentando o cancelamento de TV por assinatura Ligo na claro é nenhuma atendente consegue resolver ... ,Não respondida,14/11/2019, São Paulo 
14 dias até agora," após ter solicitado a volta dos serviços de meu net combo, tive a tv e a internet religados normalmente, entretanto o ... ",Não respondida,14/11/2019, Manaus 
Eu tinha essa linha em outra operadora. Mas perdi o número.  Queria a linha de volta. Porque Eu meu sonho ter essa linha novamente. E agora está na Claro., Eu tinha esse número de celular 21 9601-7415. Agora este número e 21 99601-7415 esse número e muito importante para mi... ,Não respondida,15/11/2019, Nova Iguaçu 
Troca de plano sem autorização," Ha alguns dias, me ligaram e ofereceram um plano melhor do que eu tinha, mas não aceitei, quando chegou a fatura para ... ",Não respondida,15/11/2019, Toledo 
Pacote de internet, Operadora Claro me ofereceu um pacote de internet com menos de 10 dias eles tiraram minha internet dizendo que eu já t... ,Não respondida,15/11/2019, Salvador 
Solicitei Cancelamento e não atenderam meu pedido!, Solicitei Cancelamento referente a adesão do plano Controle Mais 1GB + Ligações ilimitadas e não atenderam meu pedido!... ,Não respondida,15/11/2019, Taubaté 
